uri,track_name,artist_name,lyrics
spotify:track:5X73lUMvlt0ykafye2TASW,"Hallelujah, I Love Her So",Eddie Cochran,"et me tell you about a girl I know
She's my baby and I love her so
Every morning when the sun comes up
She brings me coffee in my favorite cup
That's why I know, yes I know
Hallelujah I just love her so
When I call her on the telephone
Saying: ""Eddy's all alone""
By the time I count from one to four
She'll be knocking on my door
In the evening when the sun goes down
And there ain't nobody else around
She kisses me and she holds me tight
Eddy baby everything is alright
That's why I know, yes I know
Hallelujah I just love her so
In the evening when the sun goes down
And there ain't nobody else around
She kisses me and she holds me tight
Eddy baby everything is alright
That's why I know, yes I know
Hallelujah I just love her so
Hallelujah I just love her so
Hallelujah I just love that chick soYou might also likeEmbed"
spotify:track:7cceh0YGz9cbRPZ3haIgLZ,Next Door to an Angel,Neil Sedaka,"I'm living right next door to an angel
And I just found out today
I'm living right next door to an angel
And she only lives a house away

She used to be such a skinny little girl
But all of a sudden she's out of this world
I'm living right next door to an angel
And I'm gonna make that angel mine
Since I saw her this morning
I'm on cloud number nine
Found a Garden of Eden
At the house next door to mine

I took a look
And, oh, what a shock
To find a little bit of heaven right
On the block
I'm living right next door to an angel
And I'm gonna make that angel mine

I can't believe that this is the girl next door
Her funny little face isn't funny no more
Sixteen and, oh, what a dream
Ain't it strange how she changed into such a lovely angel

Saw her walking down main street
And I couldn't believe my eyes
It used to be such a plain street
But now it's paradise
You might also like
I feel so happy
I'm feeling so good
I'm the luckiest devil in the neighborhood
I'm living right next door to an angel
And I'm gonna make that angel mineEmbed"
spotify:track:4wMm2KcODZgqPhR3cjYyHN,Basin Street Blues,Sam Cooke,"asin street, Basin street
That's the place where my friends all meet
Down in New Orleans
In that land of dreams
And you don't know how nice it seems
It's dear to me, yes sir-ee
And that's the place I am so longing to be
Where I can lose, these old Basin Street Blues
No-o-o
Basin Street, my Basin Street
Where the young and the old folk meet
Down in New Orleans
In that land of dreams
You don't know how nice it really seems
But it's dear to me, yes-sir-ee
And that's the place I am so longing to be
Where maybe I can lose
These old Basin Street Blues
Oh man I'm talking about
Basin Street, Basin Street
Where the folk who know what's happening meet
Down in New Orleans
In the land of dreams
And you don't know how nice it seems
Just how much it really means
Dear to me, yes-sir-ee
It's dear to me, yes-sir-ee
Can't you see
Why I wanna lose these old Basin Street Blues
I wanna go where I can lose
These old Basin Street BluesYou might also likeEmbed"
spotify:track:0DDkW8j34M5hvxj79uGmK7,Venus,Frankie Avalon,"ey, Venus!
Oh, Venus!
Venus, if you will
Please send a little girl for me to thrill
A girl who wants my kisses and my arms
A girl with all the charms of you
Venus, make her fair
A lovely girl with sunlight in her hair
And take the brightest stars up in the skies
And place them in her eyes for me
Venus, goddess of love that you are
Surely the things I ask
Can't be too great a task
Venus, if you do
I promise that I always will be true
I'll give her all the love I have to give
As long as we both shall live
Venus, goddess of love that you are
Surely the things I ask
Can't be too great a task
Venus, if you do
I promise that I always will be true
I'll give her all the love I have to give
As long as we both shall live
Hey, Venus!
Oh, Venus!
Make my wish come trueYou might also likeEmbed"
spotify:track:0TQEuxovjLVVHZNcYLc6om,Secretamente,Enrique Guzman,
spotify:track:6A3rHCtV9sP5aRvBDth3wB,Buen Rock Esta Noche - Good Rockin' Tonight [Remasterizado],Los Teen Tops,
spotify:track:7dT8bE7aaIlLCfWeIyNMLq,Unchained Melody,Sam Cooke,"Oh, my love, my darling
I've hungered for your touch
A long lonely time
Time goes by so slowly
And time can do so much
Are you still mine?
I need your love, I need your love
God speed your love to me

Lonely rivers flow to the sea, to the sea
To the open arms of the sea
Lonely rivers sigh
Wait for me, wait for me
I'll be coming home, wait for me
Oh, my love, my darling
I've hungered for your touch
A long lonely time
Time goes by so slowly
And time can do so much
Are you still mine?
I need your love, I need your love
God speed your love to meYou might also like1Embed"
spotify:track:0A2BKRDiiNpiRYtiOSajYX,Wooden Heart,Elvis Presley,"Can't you see I love you
Please don't break my heart in two
That's not hard to do
'Cause I don't have a wooden heart
And if you say goodbye
Then I know that I would cry
Maybe I would die
'Cause I don't have a wooden heart
There's no strings upon this love of mine
It was always you from the start
Treat me nice, treat me good
Treat me like you really should
'Cause I'm not made of wood
And I don't have a wooden heart

Muss i denn, muss i denn
Zum Stadtele hinaus
Stadtele hinaus
Und du, mein Schatz, bleibst hier?
There's no strings upon this love of mine
It was always you from the start

Sei mir gut, sei mir gut
Sei mir wie du wirklich sollst
Wie du wirklich sollst
'Cause I don't have a wooden heartYou might also like1Embed"
spotify:track:7jI50aTREOAw9UqCvazjPe,He Knows Just What I Need,Elvis Presley,"My Jesus knows when I am lonely
He knows each pain, he sees each tear
He understands each lonely heartache
He understands because he cares

My Jesus knows just what I need
Oh yes, He knows just what I need
He satisfies and every need supplies
Yes, he knows just what I need
My Jesus knows just what I need
Oh yes, He knows just what I need
He satisfies and every need supplies
Yes, he knows just what I needYou might also like2Embed"
spotify:track:6hHTKiIdjR9b7fUfZEHedZ,Cradle of Love,Johnny Preston,"ell rock-a-bye baby in the tree top
When the wind blows the cradle will rock
So rock-a-bye baby in the tree top
When the wind blows
Well Jack be nimble Jack be quick
Jack jumped over the candle stick
He jumped so high up above
He landed in the cradle of love
Well rock-a-bye baby in the tree top
When the wind blows the cradle will rock
So rock-a-bye baby in the tree top
When the wind blows
Hi diddle diddle the cat and the fiddle
The cow jumped over the moon
On,on her way down she met her turtle dove
Said let's go rockin' in the cradle of love
Well rock-a-bye baby in the tree top
When the wind blows the cradle will rock
So rock-a-bye baby in the tree top
When the wind blows
Jack and Jill went up the hill
To get the pail of water
Jack fell for Jill and gave her a shove
And landed in the cradle of love
Well rock-a-bye baby in the tree top
When the wind blows the cradle will rock
So rock-a-bye baby in the tree top
When the wind blowsYou might also likeEmbed"
spotify:track:1dGIHdI2bkAyALXNMQ3s2R,Make Me Know It,Elvis Presley,"You say that you love me
And swear it to be true
But if you care to come over here
And make me know you do
Come on now, make me know it
Then go ahead and show it
But if you care to come over here
And make me know you do
You say you've got kisses
And swear that they're brand new
I think that's fine if you ain't lyin'
But make me know you do
Come on now, make me know it
Then go ahead and show it
I think that's fine if you ain't lyin'
But make me know you do

You won't have no trouble
Proving it to me
Come right along, you'll find me
Helpful as can be
You say you wanna hold me
And stick to me like glue
Well, hearing's deceiving and seeing's believing
Make me know you do
Come on now, make me know it
Well, go ahead and show it
I say hearing's deceiving, seeing's believing
Make me know you do
You might also like
You won't have no trouble
Proving it to me
Come right along, you'll find me
Helpful as can be
You say you wanna hold me
And stick to me like glue
Well, hearing's deceiving and seeing's believing
Make me know you do
Come on now, make me know it
Then go ahead and show it
I say hearing's deceiving, seeing's believing
Make me know you do

Oh, make me know it
Then go ahead and show it
Make me know it
Then go ahead and show itEmbed"
spotify:track:1AZ9lT4HIP4fBcQCX67GCk,Known Only to Him,Elvis Presley,"Known only to him are the great hidden secrets
I'll fear not the darkness when my flame shall dim
I know not what the future holds
But I know who holds the future
It's a secret known only to Him

In this world of fear and doubt
On my knees I ask the question
Why a lonely, heavy cross I must bear
Then he tells me in my prayer
It's because I am trustworthy
He gives me strength far more than my share
Known only to him are the great hidden secrets
I'll fear not the darkness when my flame shall dim
I know not what the future holds
But I know who holds the future
It's a secret known only to Him (only to Him)You might also likeEmbed"
spotify:track:3yETnVVPXdCOs9k8cNChPA,Ángel de Mi Vida - Angel of the Morning,Enrique Guzman,
spotify:track:6U4PNy60GmjVdmdMxZxtjB,"La Plaga (Good Golly, Miss Molly)",Los Teen Tops,"hí viene la plaga, me gusta bailar
Ahí viene la plaga, me gusta bailar
Y cuando estas rock & roleando, es la reina del lugar
Mis jefes me dijeron ya no bailes rock & roll
Si te vemos con la plaga tu domingo se acabo
Ahí viene la plaga, me gusta bailar
Y cuando estas rock & roleando, es la reina del lugar
Vamos con el cura, pues ya me quiero casar
No es que seas muy bonita, pero sabes bailar
Ahí viene la plaga, me gusta bailar
Y cuando estas rock & roleando, es la reina del lugar
Ahí viene la plaga, me gusta bailar
Ahí viene la plaga, me gusta bailar
Y cuando estas rock & roleando, es la reina del lugar
Vamos con el cura, pues ya me quiero casar
No es que seas muy bonita, sino que sabes bailar
Ahí viene la plaga, me gusta bailar
Y cuando estas rock & roleando, es la reina del lugarYou might also likeEmbed"
spotify:track:52K3t4o5i8akoXluiFzPTZ,Working on the Building,Elvis Presley,"ell, I'm working on the building
It's a true foundation
I'm holding up the blood-stained
Banner for my Lord
Well, I never get tired, tired, tired
Of working on the building
I'm going up to heaven
To get my reward, my reward
Well, I'm working on the building
It's a true foundation
I'm holding up the blood-stained
Banner for my Lord
Well I never get tired, tired, tired
Of working on the building
I'm going up to heaven
To get my reward, my reward
Well, I'm working on the building
It's a true foundation
I'm holding up the blood-stained
Banner for my Lord
Well, I never get tired, tired, tired
Of working on the building
I'm going up to heaven
To get my reward (my reward)
Well, I'm working on the building
It's a true foundation
I'm holding up the blood-stained
Banner for my Lord
Well, I never get tired, tired, tired
Of working on the building
I'm going up to heaven
To get my reward (my reward)
Well, I'm working on the building
It's a true foundation
I'm holding up the blood-stained
Banner for my Lord
You might also likeWell, I never get tired (I'll never get tired)
From working on the building (for my Lord)
I'm going up to heaven, oh Lord
To get my rewardEmbed"
spotify:track:5hKvkvpH0vd3NyuCuTbZf1,No Shoes,John Lee Hooker,"o food on my table
And no shoes to go on my feet
No food on my table
And no shoes to go on my feet
My children cry for mercy
They got no place to call your own
Hard times, hard times
Hard times seem like a jealous thing
Hard times, hard times
Hard times seem like a jealous thing
If someone don't help me
And I just can't be around three months long
No shoes on my feet
And no food to go on my table
Oh, no, too sad
Children crying for breadYou might also likeEmbed"
spotify:track:3UuLLCJyOqjmUjloRM1T9d,Mansion over the Hilltop,Elvis Presley,"I'm satisfied with just a cottage below
A little silver and a little gold
But in that city where the ransomed will shine
I want a gold one that's silver lined

I've got a mansion just over the hilltop
In that bright land where we'll never grow old
And some day yonder we will never more wander
But walk on streets that are purest gold
Don't think me poor or deserted or lonely
I'm not discouraged, I'm heaven bound
I'm but a pilgrim in search of the city
I want a mansion, a harp and a crown

I've got a mansion just over the hilltop
In that bright land where we'll never grow old
And some day yonder we will never more wander
But walk on streets that are purest goldYou might also like4Embed"
